Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,stream,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
22,M,High School,75000,A,97,Low,10,,Public,Medium,Medium,No,Low,Low,Medium,Positive,Medium,76,No,9,Balanced,Low,5,No,Positive,Yes,No,Auditory,No,No,Medium,3,Low,A
18,F,Some College,75000,A,91,Low,18,Arts,Public,,Medium,No,,Medium,Low,,Medium,41,No,4,Healthy,Low,4,No,Neutral,No,No,Kinesthetic,No,No,Medium,2,Medium,B
18,F,High School,,A,99,High,18,Medicine,Private,Medium,Medium,No,Low,Low,Medium,Positive,Medium,97,No,4,Balanced,Medium,6,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,4,Medium,B
18,,Graduate,50000,A,,High,6,Arts,Public,High,Medium,Yes,High,,Low,Positive,Low,70,Yes,8,Balanced,High,2,Yes,Positive,Yes,,Auditory,No,No,Medium,5,Medium,B
,M,High School,,C,94,High,16,Medicine,Private,Medium,High,No,Medium,High,High,Neutral,Medium,83,No,7,Unhealthy,Medium,7,Yes,Positive,Yes,No,Kinesthetic,No,Yes,,4,High,A
20,F,Some College,60000,C,89,High,6,Law,,Medium,Medium,No,Low,High,High,Negative,Low,64,No,5,Healthy,,6,No,Positive,,Yes,Kinesthetic,Yes,,Medium,1,Low,
22,F,High School,40000,C,87,Low,8,Medicine,Public,High,High,,Low,Low,High,Positive,Low,67,,4,Unhealthy,,6,No,,No,Yes,,No,Yes,Medium,5,High,A
21,F,Graduate,60000,C,74,High,6,Business,Public,,Low,No,Low,Low,Low,Positive,High,77,Yes,9,Balanced,Medium,,Yes,Negative,No,No,Kinesthetic,No,No,,2,,C
21,F,Graduate,60000,B,85,Low,20,Arts,Public,Low,High,Yes,Low,Medium,Low,Negative,Low,25,No,5,Balanced,Medium,10,,Positive,No,Yes,Kinesthetic,No,No,Medium,4,High,B
20,F,College,75000,A,73,High,,Arts,Private,High,Low,No,Low,,Low,Neutral,High,75,Yes,8,Balanced,Medium,8,No,Neutral,Yes,No,Visual,No,Yes,Low,5,High,
,F,High School,75000,B,85,High,15,Medicine,Private,Medium,,No,High,,Low,Negative,Medium,95,Yes,9,Unhealthy,Low,10,Yes,Positive,No,No,Kinesthetic,No,Yes,Low,1,Medium,C
22,F,College,50000,C,93,Low,19,Engineering,Public,High,Medium,No,Medium,Medium,High,Neutral,High,27,No,8,Balanced,Medium,4,Yes,Negative,Yes,Yes,Auditory,,No,High,2,High,A
20,F,Graduate,40000,C,88,Low,16,Medicine,Public,Medium,Medium,No,High,Low,Medium,Negative,Medium,83,No,7,Balanced,High,,No,Neutral,Yes,Yes,Kinesthetic,No,Yes,Low,6,Low,A
22,M,,30000,B,88,Medium,12,Engineering,Private,Medium,Low,No,,High,High,Positive,Low,94,Yes,4,Unhealthy,Medium,10,Yes,Negative,No,,Visual,No,No,Low,1,Medium,B
20,F,High School,30000,C,82,High,11,Arts,Private,Medium,Medium,No,Medium,Low,High,Positive,Low,70,No,6,,High,9,Yes,Positive,Yes,Yes,,Yes,Yes,Low,5,High,A
19,M,Graduate,75000,C,74,,13,Business,Public,Low,Medium,,Medium,Low,High,Positive,Low,,Yes,9,Balanced,High,4,Yes,Negative,Yes,Yes,Kinesthetic,,,Medium,5,High,C
19,M,High School,40000,C,87,Low,15,,Private,Medium,Low,Yes,Medium,Low,,Neutral,Medium,74,Yes,6,Balanced,Low,3,Yes,Positive,No,Yes,,Yes,No,Medium,3,Low,
22,M,College,50000,B,,Low,12,Business,Public,High,High,Yes,Low,High,Low,Positive,High,60,Yes,5,Healthy,High,8,No,Negative,Yes,Yes,Auditory,Yes,No,,2,Low,B
19,M,High School,40000,B,83,High,10,,Public,Medium,High,Yes,Low,High,Medium,Neutral,High,52,,8,Unhealthy,High,4,No,Negative,Yes,,Visual,No,No,Low,6,Low,
18,F,Graduate,30000,C,78,,6,Engineering,Public,Low,Low,Yes,High,Low,,Negative,,73,No,4,Healthy,Low,8,Yes,Positive,Yes,Yes,Kinesthetic,,Yes,High,3,Medium,B
18,F,Graduate,40000,A,84,Medium,7,Engineering,,Low,Low,Yes,Medium,,Low,Positive,Medium,64,Yes,5,Healthy,High,8,,Neutral,No,Yes,Kinesthetic,No,No,Medium,,High,C
20,F,College,60000,A,,High,12,,Private,Medium,Medium,,Medium,Medium,Medium,Neutral,Low,32,,4,,Medium,8,No,Negative,No,Yes,Visual,No,,Medium,4,Medium,
18,F,,60000,A,99,Low,,Business,Public,,Medium,No,Low,Low,Medium,Positive,High,97,No,7,Healthy,Low,9,Yes,Negative,Yes,No,Auditory,Yes,Yes,Medium,6,Medium,C
19,M,Some College,50000,A,81,High,18,Arts,Public,High,Medium,No,High,High,Medium,Neutral,High,56,No,6,Healthy,High,2,Yes,Positive,No,Yes,Auditory,No,Yes,Medium,4,Low,B
18,F,High School,40000,C,77,,6,Engineering,Private,,Low,No,Low,High,Low,Positive,Medium,80,No,6,Balanced,,2,,Neutral,No,No,Auditory,Yes,No,Low,5,High,C
22,,Some College,,C,70,Low,7,Business,Public,Medium,High,No,,Low,High,Neutral,High,53,Yes,,Healthy,Medium,9,No,Negative,,Yes,Kinesthetic,Yes,No,,4,Medium,C
18,F,Graduate,,C,83,Medium,14,Medicine,Public,High,Medium,Yes,High,Medium,Low,Positive,High,51,Yes,9,Balanced,High,4,No,Negative,Yes,No,Kinesthetic,No,No,Medium,,Medium,B
21,M,Some College,30000,A,86,,5,Arts,Private,Medium,,,Medium,High,Medium,,Medium,27,No,,Healthy,Medium,,No,Positive,Yes,,Kinesthetic,Yes,No,Medium,6,Low,B
22,F,High School,30000,A,73,,13,Engineering,,High,,No,Medium,High,High,Negative,High,87,Yes,7,Balanced,Low,,,Neutral,Yes,No,Visual,No,Yes,High,4,Low,C
22,M,High School,60000,C,81,High,12,,Public,Medium,Low,No,Medium,Low,Medium,Neutral,High,47,Yes,8,Balanced,High,7,Yes,Negative,Yes,Yes,Auditory,,Yes,High,3,Low,B
18,M,College,75000,A,93,Medium,12,Science,Private,Medium,High,Yes,,Medium,High,Positive,High,32,No,5,,Medium,9,Yes,Negative,No,Yes,Auditory,Yes,Yes,Low,1,Low,C
,M,College,30000,C,81,High,5,,Public,Medium,Low,No,Medium,High,Low,Negative,Low,41,Yes,7,Balanced,Low,4,No,,No,Yes,Visual,No,No,Medium,4,High,B
22,F,High School,50000,B,72,High,18,Arts,,Medium,High,No,Medium,High,Medium,Negative,Medium,,Yes,5,,High,2,Yes,Negative,Yes,No,,No,Yes,High,2,Low,
21,F,College,60000,C,77,Low,20,Medicine,Public,Low,Low,Yes,High,Medium,Low,,Medium,92,No,8,Balanced,Medium,5,,Neutral,No,No,Kinesthetic,Yes,No,,2,Medium,B
18,F,Graduate,40000,C,,High,17,Arts,Public,Low,Low,No,High,Medium,High,Positive,Low,92,Yes,5,Healthy,High,8,No,Negative,Yes,No,Visual,Yes,Yes,High,2,,A
,F,Graduate,50000,A,76,Low,15,Law,Public,High,Low,Yes,Low,Low,High,Neutral,Low,77,No,9,Balanced,High,,No,Negative,Yes,Yes,Kinesthetic,Yes,,High,2,Medium,B
21,F,Graduate,50000,A,74,Medium,8,Law,Public,Medium,Low,No,,Low,Low,Neutral,Medium,76,No,8,Balanced,Low,8,Yes,Positive,Yes,,Visual,No,No,Low,1,Medium,B
20,,College,75000,A,,High,5,Science,Public,High,High,Yes,Low,High,Low,Neutral,High,21,Yes,8,Healthy,Low,8,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,High,3,Low,B
21,M,Some College,30000,C,78,High,17,Science,Public,,Medium,Yes,Low,,Low,Positive,Medium,92,Yes,5,Balanced,Medium,9,Yes,Positive,Yes,No,Kinesthetic,Yes,No,Low,5,Medium,A
19,M,,,C,76,Low,18,Business,,,Medium,No,Low,High,Low,Neutral,Medium,75,No,5,Balanced,High,4,,Positive,No,No,Kinesthetic,Yes,No,,4,Medium,A
19,M,Some College,30000,B,81,Low,8,Arts,Public,Low,High,No,Medium,Medium,High,Neutral,Low,72,Yes,7,Healthy,Low,7,No,Neutral,No,No,Visual,Yes,Yes,Low,5,Medium,A
21,,Some College,40000,C,93,Medium,16,Business,Public,High,High,No,Low,High,Medium,Neutral,High,29,No,7,Unhealthy,Low,2,Yes,Neutral,No,No,Auditory,No,No,Low,6,Low,B
,M,Graduate,40000,,76,Low,5,Science,Private,Low,Low,Yes,Medium,Low,Low,Neutral,High,39,Yes,7,Healthy,High,10,Yes,Negative,No,Yes,Visual,No,Yes,High,3,Medium,A
18,F,Graduate,50000,A,93,Low,9,Arts,Private,Low,Low,Yes,Medium,Medium,,Negative,Medium,65,No,5,Healthy,Medium,8,No,Neutral,Yes,No,Visual,No,Yes,Medium,6,Low,A
20,F,Graduate,75000,C,91,Low,11,Law,Public,Medium,High,No,High,Medium,High,Negative,Medium,50,No,8,,Low,7,,Positive,,No,Visual,Yes,Yes,Low,4,High,C
18,M,Some College,60000,B,75,Low,18,Engineering,Private,Low,High,No,High,,High,Negative,High,23,No,8,Healthy,Medium,6,Yes,Negative,Yes,Yes,Visual,No,Yes,Medium,1,Medium,
21,M,High School,50000,B,76,Medium,19,Business,,Low,Medium,,,,Low,Negative,Medium,77,Yes,4,Unhealthy,High,6,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,High,3,High,A
20,M,Some College,60000,C,88,,,Business,Public,Low,Low,No,Medium,Medium,Medium,,,86,Yes,9,Unhealthy,Low,4,No,Negative,Yes,No,Kinesthetic,No,No,High,1,High,C
20,M,College,60000,B,78,High,18,Arts,,Low,Medium,Yes,Medium,Medium,Medium,Positive,Low,22,No,6,Unhealthy,High,4,Yes,Positive,No,No,Visual,Yes,Yes,Low,3,Medium,A
,F,Some College,75000,A,100,,13,Business,Public,Medium,Low,Yes,High,Low,Medium,Neutral,Low,70,Yes,8,Healthy,Medium,8,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,Low,3,High,B
,F,Some College,50000,A,,High,9,Engineering,Public,Low,High,No,High,Low,Low,Negative,Low,99,No,9,Healthy,Low,6,,Neutral,Yes,Yes,Visual,No,Yes,Medium,2,Low,
22,F,Some College,,B,85,Low,6,Engineering,Public,,Medium,Yes,Medium,Low,Low,Neutral,Medium,49,Yes,8,Healthy,Low,5,Yes,Negative,Yes,Yes,Kinesthetic,No,No,Medium,5,Medium,C
21,M,High School,30000,C,74,,19,Engineering,Public,High,High,Yes,Low,High,,Neutral,High,90,No,8,Balanced,Low,7,Yes,Neutral,Yes,Yes,Auditory,No,No,,4,Low,
20,F,College,40000,A,86,Medium,5,Arts,Private,Medium,High,No,Medium,High,Low,Positive,Medium,92,,8,,Medium,,No,Positive,Yes,,Auditory,No,No,High,3,,C
20,M,College,30000,B,80,Medium,5,Science,Private,High,High,Yes,High,High,Low,Neutral,,24,No,4,Unhealthy,Medium,7,,Positive,No,No,Auditory,No,No,High,5,Medium,A
19,,College,30000,B,,Low,15,Business,Public,,,Yes,High,,Low,Positive,High,44,Yes,5,,High,3,Yes,Neutral,Yes,No,,Yes,Yes,Medium,6,High,A
20,,Graduate,75000,C,,Medium,12,Science,Public,High,High,No,High,High,Low,Neutral,High,80,Yes,8,,,4,No,Positive,Yes,No,Visual,No,Yes,Medium,5,High,A
21,M,Graduate,40000,B,85,Medium,15,Medicine,Private,High,High,,Medium,Medium,High,Neutral,Low,22,Yes,4,Balanced,Low,3,Yes,Neutral,Yes,No,Kinesthetic,No,No,Medium,6,High,A
20,M,,40000,A,100,Low,,,,Medium,,No,Low,High,Medium,Negative,High,34,No,8,Unhealthy,High,6,Yes,Neutral,,Yes,Visual,No,No,Low,2,High,A
20,,High School,40000,A,85,Low,5,,Public,Low,Medium,Yes,Low,Medium,Low,Negative,Medium,56,Yes,8,Balanced,Medium,7,Yes,Positive,Yes,No,Visual,Yes,Yes,,1,Medium,C
18,F,College,50000,C,87,Low,6,Medicine,Private,Low,Low,Yes,High,Low,High,Neutral,Medium,40,No,,Unhealthy,Medium,6,No,Neutral,No,No,Visual,,No,Medium,1,,C
,M,College,30000,C,,Low,,,Private,Low,High,,Low,High,High,Negative,,86,Yes,8,Healthy,,5,,Positive,No,,Kinesthetic,Yes,Yes,Medium,2,High,B
21,M,Some College,50000,,93,High,5,Law,Private,Low,Medium,Yes,Medium,Low,High,Neutral,High,62,Yes,9,Healthy,Low,3,No,Negative,Yes,Yes,Kinesthetic,Yes,No,High,3,Medium,B
19,F,,30000,C,94,Low,16,Medicine,Private,Medium,Low,Yes,Medium,High,Medium,Negative,Low,41,Yes,5,Balanced,High,6,No,Neutral,No,Yes,Visual,No,,Low,5,Medium,C
,,High School,40000,B,71,High,7,Medicine,Private,Medium,Medium,Yes,Low,,Low,Negative,Medium,80,No,7,Unhealthy,Medium,3,No,Negative,Yes,Yes,Visual,No,No,Low,2,High,
18,F,High School,40000,B,84,Low,13,Business,,High,Low,Yes,Low,High,High,Neutral,Low,59,No,8,Unhealthy,Medium,7,Yes,Positive,Yes,,Auditory,,Yes,Medium,2,Low,A
18,F,High School,75000,B,90,High,14,Arts,Public,Low,Medium,Yes,High,High,Low,Negative,Low,90,,4,Healthy,High,10,No,Positive,No,Yes,Visual,No,No,Low,1,High,
22,F,High School,60000,C,75,Low,13,Arts,Private,High,High,Yes,High,High,High,Neutral,High,81,No,4,Balanced,High,6,Yes,Neutral,No,Yes,Kinesthetic,Yes,No,Medium,4,High,C
18,F,Graduate,30000,C,79,High,15,Business,,High,High,Yes,Low,Medium,High,Positive,Medium,74,Yes,7,Balanced,High,3,No,Positive,No,No,Visual,Yes,No,Medium,6,Low,B
18,F,High School,60000,C,82,High,11,Business,Public,Medium,Medium,,Medium,Medium,High,Neutral,Low,24,,4,Balanced,High,3,Yes,Negative,No,Yes,Auditory,,Yes,High,4,High,B
18,F,Graduate,50000,C,97,High,18,Medicine,Public,Low,,Yes,Low,Low,Medium,Neutral,High,61,No,6,Healthy,Low,7,Yes,Neutral,No,,Kinesthetic,No,No,High,1,High,B
20,M,Some College,60000,C,92,Low,10,Arts,Private,High,Medium,No,Medium,Low,Low,Negative,,25,Yes,8,Balanced,Medium,,No,Negative,No,Yes,Kinesthetic,Yes,No,Medium,5,Medium,C
22,M,Graduate,30000,,80,High,7,Arts,Private,Low,High,Yes,Medium,Medium,High,Negative,High,22,Yes,7,Healthy,Low,6,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,5,,A
18,M,High School,50000,C,,Low,7,Arts,Private,Medium,High,No,High,High,Low,Positive,High,31,No,6,Balanced,Low,2,No,Negative,No,Yes,Kinesthetic,No,Yes,Low,1,High,C
22,F,Graduate,60000,B,91,,18,Arts,Public,High,Low,Yes,Medium,Low,Medium,Positive,Low,58,No,4,Balanced,Low,2,Yes,,No,No,Kinesthetic,No,Yes,Medium,6,High,B
20,M,Graduate,50000,C,70,Low,14,Business,Public,Medium,High,No,Medium,Low,Medium,Negative,Medium,93,Yes,7,Healthy,Medium,,Yes,Negative,Yes,No,Kinesthetic,No,No,Medium,,Low,C
22,F,Graduate,60000,C,92,,14,Arts,Public,High,Low,Yes,Low,Low,High,Negative,Medium,74,No,9,Balanced,High,9,Yes,Positive,Yes,No,Kinesthetic,Yes,No,High,4,,A
22,M,College,30000,C,70,Low,5,Law,Private,High,Low,No,,Low,Medium,Neutral,High,39,No,5,,High,,Yes,Positive,Yes,No,Visual,No,Yes,Medium,3,High,A
22,M,Some College,75000,C,71,Medium,6,Business,Public,High,,Yes,High,Medium,,,High,52,Yes,,Healthy,Medium,3,No,Negative,,Yes,Auditory,No,No,High,2,Low,B
21,M,High School,50000,B,95,High,7,Business,Private,Medium,Low,Yes,High,Low,Medium,,High,62,,6,Balanced,Medium,3,No,Neutral,Yes,No,Auditory,No,No,High,6,Low,C
20,M,High School,50000,B,89,High,7,,Public,High,,No,High,Medium,Low,Negative,Medium,49,No,4,Unhealthy,Low,4,No,Positive,,No,Visual,,Yes,Low,2,,A
18,F,College,75000,A,81,Medium,6,Engineering,Public,High,,Yes,Medium,Low,Low,Positive,Medium,22,Yes,4,Healthy,High,9,Yes,Negative,,No,,No,Yes,Medium,5,Medium,C
18,F,Some College,60000,,,High,10,Medicine,Private,High,High,No,Medium,Low,Low,Neutral,High,24,Yes,6,Unhealthy,High,4,Yes,,Yes,Yes,Visual,Yes,Yes,Low,6,Medium,B
22,,,30000,A,99,,18,Science,Public,High,Medium,Yes,Low,Low,Medium,Neutral,High,20,No,7,Healthy,,4,Yes,Negative,Yes,No,Visual,No,No,Low,6,,
19,M,College,75000,A,81,,5,Engineering,Private,High,Low,Yes,,High,,Negative,Low,67,Yes,5,,High,8,No,Positive,Yes,Yes,Auditory,No,Yes,Medium,4,High,A
20,F,Graduate,50000,C,98,High,,,Private,Low,Low,No,High,,,,Low,,Yes,4,Unhealthy,High,9,Yes,Negative,No,Yes,Auditory,No,Yes,Low,3,Medium,B
20,M,Graduate,75000,C,90,High,8,Engineering,Private,Low,,Yes,Low,High,High,Neutral,Low,85,Yes,7,Unhealthy,High,8,Yes,Negative,No,No,Kinesthetic,Yes,No,Medium,6,Low,C
21,M,Some College,60000,,97,High,10,Business,Public,Medium,Medium,,High,Low,High,Negative,High,37,Yes,9,Unhealthy,Medium,5,No,,No,Yes,Visual,Yes,Yes,High,,Medium,C
20,M,Some College,75000,A,78,Medium,12,Medicine,,Low,Low,Yes,High,Low,Medium,Neutral,,86,Yes,6,Balanced,Medium,6,No,Positive,No,No,Visual,Yes,Yes,Medium,3,Low,C
19,F,,50000,B,88,High,8,Arts,Private,Medium,Low,No,Medium,High,Medium,Neutral,Low,22,No,8,Balanced,Low,2,Yes,,Yes,Yes,Auditory,No,Yes,,6,Low,A
22,F,High School,40000,B,77,High,18,Engineering,Public,Low,Medium,Yes,High,High,Low,,High,86,No,9,Unhealthy,High,6,Yes,Negative,No,Yes,Visual,No,No,Low,4,Low,A
18,F,College,40000,,71,High,7,Science,,High,Low,Yes,Low,Low,Low,Positive,Medium,83,No,,,Low,4,No,,Yes,Yes,Auditory,No,Yes,Medium,6,High,A
20,F,Graduate,50000,C,72,High,,Medicine,Private,Medium,Low,Yes,High,High,High,Positive,Medium,93,Yes,8,Balanced,Medium,9,No,Negative,No,Yes,Kinesthetic,Yes,No,High,5,Low,
22,F,Graduate,50000,C,79,Medium,19,Law,,,High,No,High,Medium,High,Positive,High,,Yes,7,Unhealthy,Low,8,No,Neutral,Yes,No,Kinesthetic,Yes,No,High,4,Medium,C
21,M,Some College,40000,B,79,Medium,19,Science,,High,Medium,Yes,Low,Low,High,Neutral,,,Yes,5,Healthy,Low,6,No,Positive,No,,Visual,No,No,Medium,5,High,A
,F,High School,50000,B,77,High,14,Medicine,,Low,Medium,No,Low,Low,Medium,Positive,,69,Yes,5,Unhealthy,High,6,No,,No,No,Auditory,No,Yes,Low,1,High,C
22,F,College,,A,,High,6,Medicine,Private,Low,High,Yes,Medium,Medium,Medium,Neutral,Medium,38,No,8,Healthy,Medium,8,No,Positive,Yes,Yes,Visual,No,,High,1,,C
21,F,Graduate,40000,C,,Medium,12,Business,Public,Low,Low,No,Low,Medium,Low,Negative,Medium,38,Yes,9,Balanced,Low,2,Yes,Neutral,No,No,,Yes,Yes,High,2,High,C
18,F,,75000,A,88,Low,6,Law,Public,Low,High,No,High,High,High,Negative,Medium,25,No,8,Balanced,,8,,Neutral,Yes,Yes,Auditory,Yes,No,,1,Low,C
19,F,,75000,B,99,Medium,18,Engineering,Private,High,High,Yes,Low,Low,,Positive,Medium,24,No,9,Unhealthy,Medium,3,No,,Yes,No,Kinesthetic,No,No,Medium,2,Low,C
19,,Some College,30000,C,82,Low,13,Law,Private,Medium,High,Yes,High,Low,Medium,Negative,High,67,,5,Balanced,Medium,5,Yes,,No,Yes,Kinesthetic,Yes,,High,2,,A
22,F,College,75000,C,79,Medium,20,Law,Public,Medium,High,Yes,Medium,Low,High,Positive,Low,20,No,9,Healthy,,,Yes,Positive,No,Yes,Kinesthetic,No,Yes,High,2,High,A
20,M,High School,40000,B,76,Medium,14,Medicine,Private,High,Low,Yes,Medium,High,Low,Positive,,62,Yes,5,Unhealthy,High,8,No,Positive,No,No,Kinesthetic,,No,Medium,6,Low,B
18,F,Some College,40000,B,100,High,17,Science,,Medium,Low,No,Low,Medium,Low,Positive,High,42,No,5,Healthy,Medium,4,No,Positive,Yes,No,Kinesthetic,No,Yes,Medium,4,Medium,C
21,F,Graduate,60000,C,72,Medium,17,Engineering,Public,High,Medium,No,Low,,Low,Positive,Medium,29,Yes,4,Unhealthy,High,4,Yes,Negative,Yes,No,Visual,Yes,Yes,,1,High,C
19,M,Graduate,30000,A,78,Medium,7,,Public,Medium,High,No,Low,High,Low,Negative,High,24,,5,,,9,Yes,Positive,Yes,No,Visual,No,Yes,High,6,High,B
19,F,Some College,75000,A,99,Low,5,Science,Private,High,High,No,High,,Medium,,High,52,Yes,5,Balanced,High,9,Yes,,Yes,Yes,Visual,Yes,Yes,High,3,High,B
20,M,Some College,50000,A,,High,6,Engineering,Private,Medium,Medium,Yes,Medium,Low,Low,Negative,Low,67,Yes,9,,Medium,6,,Positive,No,No,Auditory,,No,Medium,1,Medium,A
22,M,High School,30000,A,80,Medium,6,Science,Private,Medium,High,Yes,Low,Medium,Medium,Positive,Low,96,No,9,Healthy,High,10,Yes,Negative,,No,Auditory,Yes,No,High,2,Low,
19,F,Some College,,C,87,High,18,Engineering,,,Medium,Yes,High,High,,,High,63,Yes,4,Balanced,Low,8,No,Neutral,Yes,No,Visual,No,No,Medium,3,Medium,C
22,F,Graduate,60000,A,75,,16,,Public,Low,Medium,No,Medium,,Low,Positive,Medium,,Yes,7,Unhealthy,High,4,Yes,,Yes,No,Visual,,Yes,Medium,,Low,A
19,F,,40000,C,80,Medium,5,Science,Private,Low,Low,Yes,High,High,High,Neutral,Medium,34,Yes,7,Balanced,High,3,Yes,Neutral,Yes,Yes,Auditory,Yes,Yes,Low,,Low,B
21,,High School,30000,C,85,Medium,8,Law,,High,Medium,,Low,High,Low,Negative,Medium,,Yes,8,Unhealthy,Low,7,Yes,Negative,Yes,,Auditory,No,,Medium,5,Medium,B
20,M,Graduate,50000,A,87,Medium,18,Law,Private,Medium,Medium,No,Low,High,Medium,Positive,Medium,75,No,8,Healthy,,9,Yes,,No,Yes,Auditory,Yes,Yes,Low,6,High,A
,F,Some College,30000,B,72,Medium,7,Arts,Private,Medium,Medium,Yes,Low,High,Low,Positive,Low,,No,5,Healthy,High,2,Yes,Neutral,No,No,Visual,Yes,No,Low,4,Medium,B
22,,College,60000,B,80,High,,Law,Private,High,Low,Yes,Medium,Medium,High,Neutral,Medium,63,No,5,Balanced,,9,No,Positive,,,Visual,Yes,No,Medium,1,High,C
,,High School,30000,A,75,High,12,Arts,Public,High,Low,No,,High,Medium,Negative,Low,40,Yes,5,Unhealthy,High,8,No,Positive,Yes,No,Auditory,No,No,Low,2,Medium,C
22,M,College,40000,C,86,Medium,10,,Public,,Low,Yes,Low,High,Low,,High,,No,4,,Low,5,,Positive,No,Yes,Auditory,No,Yes,High,2,Medium,A
21,F,High School,30000,,,Medium,5,Engineering,Public,Medium,High,Yes,Low,Low,Medium,Positive,Low,61,Yes,7,Healthy,Medium,6,Yes,Negative,No,Yes,Visual,No,,Medium,5,Medium,C
18,M,Some College,50000,B,86,Low,17,Business,Public,,High,No,Low,Low,Low,Negative,High,29,,9,Healthy,Low,5,Yes,,,,Kinesthetic,,Yes,Low,5,Medium,C
,M,Graduate,50000,B,100,High,16,Law,Private,High,Medium,No,,Medium,,Neutral,High,65,Yes,7,Healthy,Medium,2,Yes,Negative,Yes,Yes,Auditory,No,Yes,,6,High,A
22,,College,60000,A,94,Low,7,,Public,Low,High,Yes,,High,Low,Negative,Low,66,Yes,5,Unhealthy,Medium,10,Yes,,No,Yes,Visual,No,Yes,Medium,,,B
,M,Some College,50000,C,90,High,18,Law,Public,Low,High,Yes,Medium,,High,,High,40,,,Balanced,High,3,Yes,Neutral,No,Yes,Visual,Yes,No,Medium,4,Medium,B
18,M,Graduate,60000,A,75,Medium,10,Arts,Public,Medium,Medium,No,Low,Low,Low,Negative,Medium,31,No,,Unhealthy,Medium,10,No,Negative,No,No,Visual,Yes,,Medium,5,High,A
,F,College,75000,C,70,Low,13,Law,Public,Medium,Low,Yes,High,Low,Medium,Neutral,Low,54,No,6,Balanced,Medium,7,Yes,Positive,No,No,,No,No,Medium,3,High,A
19,M,Graduate,50000,B,83,Low,14,Business,Public,,Medium,No,High,High,Low,Positive,,98,Yes,5,,Medium,8,Yes,,Yes,No,Kinesthetic,Yes,Yes,High,6,Medium,B
19,M,College,,C,79,Low,16,Business,Private,Medium,High,No,Low,Low,Medium,Negative,Medium,73,Yes,6,Balanced,Medium,6,No,Negative,Yes,Yes,,No,No,Medium,6,High,C
18,F,Graduate,75000,B,76,High,,Engineering,Private,Low,Low,Yes,Low,High,High,Positive,High,97,No,4,Unhealthy,Medium,,No,Negative,,No,Auditory,No,Yes,High,5,Low,
21,F,Graduate,30000,A,96,Medium,12,Engineering,Public,Low,Low,No,Low,Low,Low,Neutral,Low,79,,8,,High,10,No,Neutral,No,Yes,Visual,No,,Low,5,Low,A
,M,College,75000,C,88,High,6,Business,Public,Medium,High,Yes,Medium,High,High,Negative,Medium,52,Yes,5,Unhealthy,Medium,,No,Negative,Yes,Yes,Auditory,Yes,Yes,Low,3,,C
19,F,College,30000,C,72,Low,12,Arts,Private,High,Medium,No,,High,,,High,93,Yes,7,Unhealthy,Medium,8,Yes,Positive,Yes,Yes,Visual,No,No,Low,5,Low,A
18,M,,50000,B,79,Medium,7,Engineering,Private,Low,Medium,Yes,Low,High,Medium,Negative,Low,80,No,6,Healthy,Medium,5,,Negative,Yes,,Visual,Yes,Yes,Low,1,High,C
20,M,Some College,50000,C,86,Medium,16,Law,Public,Low,Low,Yes,Medium,Low,Medium,Neutral,High,53,No,4,Balanced,Low,2,No,Positive,No,No,Auditory,No,No,Medium,5,,B
22,M,Some College,60000,A,99,Low,11,Engineering,Public,High,High,Yes,Low,Low,High,Negative,,62,Yes,7,Balanced,Medium,2,Yes,Neutral,No,Yes,Visual,No,Yes,Medium,5,,C
18,F,Some College,40000,B,83,Low,10,Business,Public,Low,Medium,Yes,Medium,Low,Medium,Negative,High,39,Yes,6,Unhealthy,Low,5,No,Neutral,,No,Kinesthetic,No,No,High,,High,B
22,F,,40000,C,100,Medium,16,Business,,Low,Low,No,Medium,High,Low,Negative,High,42,Yes,,Healthy,Low,10,Yes,Negative,No,Yes,Kinesthetic,No,No,High,5,Medium,C
21,F,Graduate,50000,A,96,Low,10,Business,Private,High,High,Yes,,Medium,High,Positive,High,51,,,Unhealthy,Medium,2,Yes,Positive,No,No,Kinesthetic,No,Yes,Low,5,Medium,C
20,M,High School,40000,B,71,Low,11,Science,,Low,Low,Yes,Low,Low,Medium,Negative,Medium,,Yes,9,Healthy,Low,8,Yes,,Yes,Yes,Visual,No,Yes,Medium,5,Low,A
19,,Graduate,50000,C,92,Low,12,Business,Private,Medium,,Yes,Low,,Medium,Negative,High,97,No,8,Healthy,Medium,7,No,Positive,Yes,Yes,Visual,Yes,Yes,Low,3,Medium,C
18,,,30000,B,74,High,11,Engineering,Public,High,High,No,High,Low,Medium,Neutral,Low,30,Yes,5,Healthy,Medium,3,Yes,Positive,No,No,Auditory,No,,Low,5,Low,A
